Fri Feb 18 16:08:50 2022    log.dat

         31905354 function calls (30848552 primitive calls) in 54.070 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/utils.py:128(_CharSizesCache)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/ultratb.py:1382(SyntaxTB)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/packer.py:7(DataPacker)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/offsetbox.py:853(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/watchdog/events.py:457(RegexMatchingEventHandler)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/git/types.py:86(HSH_TD)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/json/encoder.py:259(_make_iterencode)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_operation_names.py:5(UniqueOperationNames)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/urllib/parse.py:148(username)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/git/util.py:451(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/google/protobuf/internal/enum_type_wrapper.py:41(EnumTypeWrapper)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/apis/public.py:728(Attrs)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/type/definition.py:382(GraphQLEnumType)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/libs/x11/xlib.py:2555(struct__XIMPreeditDrawCallbackStruct)
        1    0.000    0.000    0.000    0.000 /home/gnone/edoardo-ghignone/pbl_f110_gym/gym/f110_gym/envs/collision_models.py:271(CollisionTests)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/solution.py:45(Solution)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_input_field_names.py:5(UniqueInputFieldNames)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/fragments_on_composite_types.py:7(FragmentsOnCompositeTypes)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/parso/python/tree.py:941(KeywordStatement)
       10    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/unittest/case.py:1324(_deprecate)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/npydecl.py:24(Numpy_rules_ufunc)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/animation.py:547(FFMpegBase)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/errors.py:497(NumbaError)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/xml/dom/xmlbuilder.py:305(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/untyped_passes.py:1259(IterLoopCanonicalization)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/scalars.py:230(EnumMember)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1003(is_resource)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/google/protobuf/internal/well_known_types.py:806(ListValue)
        4    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/npdatetime.py:50(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/importlib/metadata.py:365(Context)
       16    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/font/freetype_lib.py:111(FT_UnitVector)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/widgets.py:24(LockDraw)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/git/diff.py:184(DiffIndex)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/extern/__init__.py:57(install)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_variable_names.py:5(UniqueVariableNames)
        4    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/gridspec.py:668(num2)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gym/utils/colorize.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/urllib/parse.py:100(_noop)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/gl/xlib.py:209(BaseXlibContext)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/asyncio/base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/pyutils/version.py:33(get_main_version)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/tkinter/filedialog.py:330(Open)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/lib/pretty.py:590(_dict_pprinter_factory)
        5    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/datetime.py:50(_days_in_month)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/cpu.py:23(ClosureBody)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/scale.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/np/ufunc/decorators.py:41(GUVectorize)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/patches.py:1294(FancyArrow)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/interpolate/fitpack2.py:1095(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/key_binding/key_bindings.py:549(_MergedKeyBindings)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/google/protobuf/internal/well_known_types.py:753(Struct)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/io/matlab/mio4.py:93(VarReader4)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/collections.py:1015(PathCollection)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/mathdecl.py:71(Math_copysign)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/image/__init__.py:2085(DepthBufferImage)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/lib/filesystem.py:21(WriteSerializingFile)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/sentry_sdk/_compat.py:57(with_metaclass)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/_compat.py:20(with_metaclass)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/importlib/metadata.py:490(_search_paths)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/google/protobuf/descriptor.py:641(EnumDescriptor)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/parso/python/tokenize.py:255(FStringNode)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/lib/redirect.py:686(Redirect)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/requests/structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backends/_backend_tk.py:744(ToolbarTk)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/interface/_dtypes.py:337(NoneType)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/magics/basic.py:597(AsyncMagics)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/arrayprint.py:1206(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/units.py:110(ConversionInterface)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/mouse_events.py:33(MouseEvent)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/alias.py:120(Alias)
        4    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyparsing.py:639(__len__)
       12    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/_lib/_pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/image/codecs/__init__.py:71(ImageDecoder)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/lone_anonymous_operation.py:6(LoneAnonymousOperation)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/promise/pyutils/version.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/watchdog/events.py:378(PatternMatchingEventHandler)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/gzip.py:401(_GzipReader)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gym/spaces/multi_binary.py:5(MultiBinary)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typeinfer.py:786(StaticSetItemConstraint)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/pyplot.py:93(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/git/objects/util.py:288(ProcessStreamAdapter)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/image/atlas.py:73(_Strip)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/scale.py:25(ScaleBase)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/abstract.py:263(Callable)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/containers.py:858(DictIteratorType)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/dates.py:1922(_rcParam_helper)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/xml/dom/__init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/libs/x11/xlib.py:701(struct_anon_23)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/instructions.py:54(CallInstrAttributes)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/xml/dom/minidom.py:949(Childless)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pexpect/expect.py:5(Expecter)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/abc.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/libs/x11/xsync.py:121(struct__XSyncValue)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/tkinter/simpledialog.py:113(Dialog)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/yaml/__init__.py:388(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gym/wrappers/monitoring/stats_recorder.py:90(after_reset)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/_mathtext.py:1238(List)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/traitlets/traitlets.py:3132(UseEnum)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/data_types.py:1722(_ForeignKeyType)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/misc.py:83(Omitted)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/smmap/util.py:192(MapRegionList)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/PIL/JpegImagePlugin.py:340(JpegImageFile)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/dcp2cone/dcp2cone.py:22(Dcp2Cone)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/jedi/inference/filters.py:103(ParserTreeFilter)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/text/document.py:710(_FontStyleRunsRangeIterator)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/retarget.py:13(RetargetCache)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyparsing.py:3706(_PositionToken)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/__init__.py:462(get_cachedir)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1189(__len__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:485(is_scalar_or_string)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/npytypes.py:549(NestedArray)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/lib/disabled.py:178(SummaryDisabled)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/importlib/metadata.py:217(_discover_resolvers)
